t,e_norm,omega_norm,q0,q1,q2,q3,omega0,omega1,omega2,u0,u1,u2
3.82199999999969,0.006041571802444004,0.008510237155913614,0.9999817495385384,-0.005736949275669142,0.0018627825101118834,-0.00034357557030015404,0.008119680029447891,0.0009460186684817747,-0.0023664279723164382,0.006708437043780786,-0.009343167377411083,0.006107158225833492
3.82299999999969,0.006037927476151884,0.008515793093012957,0.9999817715497582,-0.00573288945319905,0.0018632449968007607,-0.0003447677574337336,0.008128066132060158,0.0009366678195484738,-0.0023613399483526603,0.006675425548675885,-0.00932631562629999,0.006101750926440255
3.82399999999969,0.006034278391802292,0.008521330630559869,0.9999817935764083,-0.005728825444840189,0.0018637028254676654,-0.00034595738273304034,0.008136410963597454,0.0009273338309997777,-0.002356256419121717,0.006642479852165848,-0.009309478963870218,0.006096342369175596
3.8249999999996898,0.006030624568947188,0.008526849697086926,0.9999818156183184,-0.005724757271212662,0.0018641560045176693,-0.0003471444484763259,0.008144714606342736,0.0009180166878052209,-0.0023511773856623084,0.006609599872165178,-0.009292657393681118,0.0060909325652299205
3.8259999999996896,0.006026966027104774,0.008532350222178632,0.9999818376753191,-0.005720684952895447,0.0018646045423483782,-0.0003483289569423056,0.008152977142476245,0.0009087163749304016,-0.0023461028490040637,0.006576785526629297,-0.009275850919254315,0.00608552152577735
3.8269999999996895,0.0060233027857594995,0.008537832136461839,0.9999818597472412,-0.005716608510426442,0.0018650484473499308,-0.0003495109104101536,0.008161198654075564,0.0008994328773370204,-0.0023410328101675535,0.00654403673355464,-0.009259059544073764,0.006080109261975722
3.8279999999996894,0.006019634864362092,0.008543295371596269,0.9999818818339159,-0.005712527964302523,0.0018654877279049955,-0.00035069031115949917,0.00816937922311567,0.00089016617998292,-0.0023359672701643024,0.006511353410978752,-0.009242283271585822,0.006074695784966602
3.8289999999996893,0.006015962282329566,0.008548739860265083,0.999981903935175,-0.005708443334979588,0.0018659223923887694,-0.0003518671614704218,0.008177518931468977,0.000880916267822123,-0.0023309062299968,0.006478735476980399,-0.009225522105199323,0.006069281105875287
3.829999999999689,0.006012285059045253,0.008554165536165568,0.9999819260508506,-0.005704354642872615,0.0018663524491689752,-0.00035304146362344715,0.0081856178609054,0.0008716831258048713,-0.0023258496906585152,0.006446182849679662,-0.009208776048285643,0.006063865235810819
3.830999999999689,0.006008603213858812,0.008559572333999874,0.9999819481807751,-0.005700261908355711,0.0018667779066058598,-0.0003542132198995426,0.008193676093092399,0.0008624667388776647,-0.0023207976531339066,0.006413695447238046,-0.00919204510417877,0.006058448185865983
3.831999999999689,0.006004916766086255,0.008564960189465839,0.9999819703247816,-0.0056961651517621606,0.0018671987730521924,-0.0003553824325801129,0.00820169370959503,0.000853267091983299,-0.002315750118398436,0.006381273187858583,-0.009175329276175367,0.006053029967117323
3.832999999999689,0.006001225735009963,0.008570329039247898,0.9999819924827035,-0.005692064393384481,0.0018676150568532617,-0.0003565491039469959,0.008209670791876003,0.0008440841700609055,-0.00231070708741858,0.00634891598978592,-0.009158628567534858,0.006047610590625144
3.8339999999996888,0.005997530139878705,0.00857567882100807,0.9999820146543744,-0.005687959653474473,0.0018680267663468745,-0.0003577132362824581,0.008217607421295731,0.0008349179580459885,-0.0023056685611518427,0.006316623771306429,-0.009141942981479474,0.006042190067433518
